name,lat,lon,status,P20_001,P20_002,P20_003,P20_004,P20_005,P20_006,P20_007,P20_008,P20_009,P20_010,P20_011,P20_012,レベル,備考,緯度,経度,NO
山口清弘宅裏農道,33.11701221,132.481126,,38203,山口清弘宅裏農道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.11701221,132.481126,1051
山際変電所裏山,33.20934037,132.5616333,,38203,山際変電所裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.20934037,132.5616333,1052
山村峰雄宅裏山,33.13017241,132.5385196,,38203,山村峰雄宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.13017241,132.5385196,1053
山村芳樹宅裏山,33.13061552,132.5339145,,38203,山村芳樹宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.13061552,132.5339145,1054
山中和雄宅裏みかん山,33.13857045,132.4933961,,38203,山中和雄宅裏みかん山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.13857045,132.4933961,1055
山豊水産上の墓地,33.20140849,132.5053549,,38203,山豊水産上の墓地,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.20140849,132.5053549,1056
山本さん宅上の道路,33.21580993,132.5529467,,38203,山本さん宅上の道路,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.21580993,132.5529467,1057
山本金利さん宅裏山,33.06363542,132.4869253,,38203,山本金利さん宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.06363542,132.4869253,1058
山本昭三宅前市道,33.14112043,132.5019883,,38203,山本昭三宅前市道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.14112043,132.5019883,1059
山本績宅裏山,33.14257998,132.4715415,,38203,山本績宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.14257998,132.4715415,1060
市営住宅の裏山,33.2381018,132.5749479,,38203,市営住宅の裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.2381018,132.5749479,1061
市営団地裏公園,33.23743717,132.5822109,,38203,市営団地裏公園,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.23743717,132.5822109,1062
市営闘牛場,33.22734896,132.5727184,,38203,市営闘牛場,愛媛県宇和島市和霊町496番地2,収容施設,2221,4443,0,0,0,0,0,1,3,,33.22734896,132.5727184,1063
市総合体育館,33.223326,132.556563,,38203,市総合体育館,愛媛県宇和島市弁天町2丁目1番27号,収容施設,4184,8368,0,0,0,0,0,1,3,,33.223326,132.556563,1064
市道・農道（神崎）,33.18785462,132.4405066,,38203,市道・農道（神崎）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.18785462,132.4405066,1065
市道ウラノヲク線と市道ヤツヲミテムカイ線の三叉路付近,33.31713392,132.5006454,,38203,市道ウラノヲク線と市道ヤツヲミテムカイ線の三叉路付近,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.31713392,132.5006454,1066
市道ノシカヒラ線と市道ノシカヒラ支線の三叉路付近,33.3189221,132.5033727,,38203,市道ノシカヒラ線と市道ノシカヒラ支線の三叉路付近,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.3189221,132.5033727,1067
市道ヤツヲモテムカイ線,33.31969203,132.5056247,,38203,市道ヤツヲモテムカイ線,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.31969203,132.5056247,1068
市道ヲカミ線と農免道路合流点付近,33.27524129,132.4782619,,38203,市道ヲカミ線と農免道路合流点付近,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.27524129,132.4782619,1069
市道ヲモ田入道ヶ谷線（取水場付近）,33.31510265,132.5332668,,38203,市道ヲモ田入道ヶ谷線（取水場付近）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.31510265,132.5332668,1070
市道奥浦大良線（奥南橋楠ヶ浦側付近）,33.2737768,132.4769963,,38203,市道奥浦大良線（奥南橋楠ヶ浦側付近）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.2737768,132.4769963,1071
市道奥浦大良線（農道との三叉路付近）,33.26139591,132.4741055,,38203,市道奥浦大良線（農道との三叉路付近）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.26139591,132.4741055,1072
市道下波１５号線（大池）,33.20235409,132.4333643,,38203,市道下波１５号線（大池）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.20235409,132.4333643,1073
市道寄ヶ浦線,33.26528833,132.5318408,,38203,市道寄ヶ浦線,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.26528833,132.5318408,1074
市道牛川池遠線,33.2691025,132.5187743,,38203,市道牛川池遠線,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.2691025,132.5187743,1075
市道畦屋小谷線,33.30520132,132.5292382,,38203,市道畦屋小谷線,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.30520132,132.5292382,1076
市道古浦中央線（終点付近）,33.2766425,132.4825877,,38203,市道古浦中央線（終点付近）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.2766425,132.4825877,1077
市道古朝川線,33.26661004,132.5349425,,38203,市道古朝川線,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.26661004,132.5349425,1078
市道御舟手大信寺線（大信寺周辺）,33.27518752,132.5470894,,38203,市道御舟手大信寺線（大信寺周辺）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.27518752,132.5470894,1079
市道今郷大谷西付線,33.31690403,132.5224346,,38203,市道今郷大谷西付線,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.31690403,132.5224346,1080
市道今郷谷線と市道今郷大谷西付線の三叉路付近,33.32072196,132.5234329,,38203,市道今郷谷線と市道今郷大谷西付線の三叉路付近,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.32072196,132.5234329,1081
市道山崎宮ノ谷線と市道鍋蔵線の三叉路付近,33.32175289,132.5192913,,38203,市道山崎宮ノ谷線と市道鍋蔵線の三叉路付近,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.32175289,132.5192913,1082
市道宗昌寺線（宗昌寺付近）,33.271055,132.5353828,,38203,市道宗昌寺線（宗昌寺付近）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.271055,132.5353828,1083
市道小西小深浦線（小西池付近）,33.32167004,132.5124105,,38203,市道小西小深浦線（小西池付近）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.32167004,132.5124105,1084
市道上組線（上組トンネル鼡鳴側）,33.08951771,132.4790166,,38203,市道上組線（上組トンネル鼡鳴側）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.08951771,132.4790166,1085
市道西谷カニタ線,33.30362914,132.5205213,,38203,市道西谷カニタ線,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.30362914,132.5205213,1086
市道川久保西ヶ谷線（西ヶ谷池上）の三叉路付近,33.31633378,132.5305395,,38203,市道川久保西ヶ谷線（西ヶ谷池上）の三叉路付近,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.31633378,132.5305395,1087
市道川平谷線（国安の郷付近）,33.27930503,132.5326236,,38203,市道川平谷線（国安の郷付近）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.27930503,132.5326236,1088
市道浅川家ノ上線と浅川大山線三叉路付近,33.26667568,132.526285,,38203,市道浅川家ノ上線と浅川大山線三叉路付近,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.26667568,132.526285,1089
市道善谷小谷線,33.31536869,132.5245024,,38203,市道善谷小谷線,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.31536869,132.5245024,1090
市道大工町谷線（天理教付近）,33.28074852,132.5455549,,38203,市道大工町谷線（天理教付近）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.28074852,132.5455549,1091
市道大松線,33.27157889,132.5037174,,38203,市道大松線,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.27157889,132.5037174,1092
市道大谷線と市道小谷線の三叉路付近,33.31783847,132.5242885,,38203,市道大谷線と市道小谷線の三叉路付近,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.31783847,132.5242885,1093
市道知永中央線（門島神社周辺）,33.26248946,132.5459187,,38203,市道知永中央線（門島神社周辺）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.26248946,132.5459187,1094
市道長惣貝ブロ線,33.26767286,132.5151913,,38203,市道長惣貝ブロ線,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.26767286,132.5151913,1095
市道南君立目線（南君隧道付近）,33.26406329,132.506831,,38203,市道南君立目線（南君隧道付近）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.26406329,132.506831,1096
市道南君立目線と南君立目支線三叉路付近,33.26930674,132.5037174,,38203,市道南君立目線と南君立目支線三叉路付近,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.26930674,132.5037174,1097
市道南谷線（サンランド駐車場付近）,33.27233612,132.546538,,38203,市道南谷線（サンランド駐車場付近）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.27233612,132.546538,1098
市道和田線と市道和田奥線の三叉路付近,33.32286983,132.5143,,38203,市道和田線と市道和田奥線の三叉路付近,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.32286983,132.5143,1099
市立みゆき保育園,33.23048536,132.5605412,,38203,市立みゆき保育園,愛媛県宇和島市藤江1323番地2（1区）,収容施設,462,925,0,0,0,0,0,1,4,,33.23048536,132.5605412,1100
市立宇和津公民館,33.212175,132.568596,,38203,市立宇和津公民館,愛媛県宇和島市妙典寺前乙640番地（2区）,収容施設,202,405,0,0,0,0,0,1,1,,33.212175,132.568596,1101
市立宇和津幼稚園,33.21129664,132.5684978,,38203,市立宇和津幼稚園,愛媛県宇和島市妙典寺前乙640番地（2区）,収容施設,342,684,0,0,0,0,0,1,4,,33.21129664,132.5684978,1102
市立高光公民館,33.25480378,132.572839,,38203,市立高光公民館,愛媛県宇和島市高串2番耕地134番地1（家藤）,収容施設,202,404,0,0,0,0,0,1,4,,33.25480378,132.572839,1103
市立三浦公民館,33.17093103,132.5003135,,38203,市立三浦公民館,愛媛県宇和島市三浦西3566番地2（豊浦）,収容施設,192,385,0,0,0,0,0,1,4,,33.17093103,132.5003135,1104
市立三浦公民館西三浦分館,33.166852,132.479564,,38203,市立三浦公民館西三浦分館,愛媛県宇和島市三浦西1289番地（大内）,収容施設,208,416,0,0,0,0,0,1,1,,33.166852,132.479564,1105
市立祝森公民館,33.174146,132.551409,,38203,市立祝森公民館,愛媛県宇和島市祝森甲3000番地3（祝森中）,収容施設,212,424,0,0,0,0,0,1,4,,33.174146,132.551409,1106
市立小池公民館,33.199065,132.505717,,38203,市立小池公民館,愛媛県宇和島市小池1679番地3（小池）,収容施設,200,401,0,0,0,0,0,1,1,,33.199065,132.505717,1107
市立小池保育園,33.19813,132.50586,,38203,市立小池保育園,愛媛県宇和島市小池1607番地1（小池）,収容施設,559,1119,0,0,0,0,0,1,1,,33.19813,132.50586,1108
市立蒋淵公民館,33.195592,132.406847,,38203,市立蒋淵公民館,愛媛県宇和島市蒋淵1639番地（宮市）,収容施設,215,430,0,0,0,0,0,1,1,,33.195592,132.406847,1109
市立石応保育園,33.21324,132.520386,,38203,市立石応保育園,愛媛県宇和島市石応1151番地,収容施設,405,810,0,0,0,0,0,1,1,2/22指摘箇所修正,33.21324,132.520386,1110
市立鶴島小学校,33.218018,132.559854,,38203,市立鶴島小学校,愛媛県宇和島市文京町2番1号,収容施設,2407,4815,0,0,0,0,0,1,1,,33.218018,132.559854,1112
市立天神公民館,33.222552,132.572554,,38203,市立天神公民館,愛媛県宇和島市丸穂町甲893番地（5区）,収容施設、津波一時避難場所,256,512,0,0,0,0,0,1,1,,33.222552,132.572554,1113
市立番城公民館,33.200159,132.549703,,38203,市立番城公民館,愛媛県宇和島市宮下甲201番地,収容施設,462,925,0,0,0,0,0,1,1,,33.200159,132.549703,1114
市立番城幼稚園,33.200575,132.550077,,38203,市立番城幼稚園,愛媛県宇和島市宮下甲201番地,収容施設,305,610,0,0,0,0,0,1,1,,33.200575,132.550077,1115
市立明倫小学校,33.215102,132.558993,,38203,市立明倫小学校,愛媛県宇和島市文京町4番1号,収容施設,3821,7642,0,0,0,0,0,1,1,,33.215102,132.558993,1116
市立和霊公民館,33.234505,132.573911,,38203,市立和霊公民館,愛媛県宇和島市伊吹町甲577番地5（東通2区）,収容施設,210,420,0,0,0,0,0,1,1,,33.234505,132.573911,1117
市立和霊小学校,33.23074,132.575658,,38203,市立和霊小学校,愛媛県宇和島市伊吹町甲111番地,収容施設,3260,6520,0,0,0,0,0,1,1,,33.23074,132.575658,1118
寺家郷蔵集会所,33.29212813,132.546315,,38203,寺家郷蔵集会所,愛媛県宇和島市吉田町立間1-3730-2,一時避難場所,55,-1,0,0,0,0,0,1,3,,33.29212813,132.546315,1119
慈済寺,33.1408079,132.4969726,,38203,慈済寺,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.1408079,132.4969726,1120
社会福祉法人宇和島済美婦人会丸穂保育園,33.222768,132.572964,,38203,社会福祉法人宇和島済美婦人会丸穂保育園,愛媛県宇和島市丸穂町甲900番地1（5区）,収容施設、津波一時避難場所,1462,2925,0,0,0,0,0,1,1,,33.222768,132.572964,1121
社会福祉法人宇和島済美婦人会済美保育園,33.224268,132.568575,,38203,社会福祉法人宇和島済美婦人会済美保育園,愛媛県宇和島市丸穂町3丁目2番30号,収容施設,645,1291,0,0,0,0,0,1,1,,33.224268,132.568575,1122
社保健管センター前駐車場,33.21593443,132.5701487,,38203,社保健管センター前駐車場,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.21593443,132.5701487,1123
若宮神社裏山,33.14133249,132.464511,,38203,若宮神社裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.14133249,132.464511,1124
若宮池奥の道,33.24250643,132.581486,,38203,若宮池奥の道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.24250643,132.581486,1125
狩津集会所,33.167881,132.442307,,38203,狩津集会所,愛媛県宇和島市下波5409番地（狩津）,収容施設,28,57,0,0,0,0,0,1,1,,33.167881,132.442307,1126
宗清集会所上農道,33.138147,132.491448,,38203,宗清集会所上農道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.138147,132.491448,1127
宗清池付近みかん山,33.13976765,132.4889218,,38203,宗清池付近みかん山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.13976765,132.4889218,1128
住吉トンネル上のミカン山,33.23014593,132.5585559,,38203,住吉トンネル上のミカン山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.23014593,132.5585559,1129
住吉山公園,33.22819255,132.5554958,,38203,住吉山公園,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.22819255,132.5554958,1130
住吉小学校,33.230322,132.555549,,38203,住吉小学校,愛媛県宇和島市住吉町807番地2,一時避難場所,7551,7551,0,0,0,0,0,1,1,,33.230322,132.555549,1131
住吉神社境内,33.19350004,132.509178,,38203,住吉神社境内,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.19350004,132.509178,1132
住吉神社手前共同墓地,33.13527054,132.4546931,,38203,住吉神社手前共同墓地,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.13527054,132.4546931,1133
住吉神社裏の周回道路,33.22235713,132.5215136,,38203,住吉神社裏の周回道路,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.22235713,132.5215136,1134
宿の浦はいたか神社境内,33.19595696,132.4116072,,38203,宿の浦はいたか神社境内,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.19595696,132.4116072,1135
祝森公民館駐車場,33.174146,132.551409,,38203,祝森公民館駐車場,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.174146,132.551409,1136
小学校上の墓地,33.22404957,132.5256968,,38203,小学校上の墓地,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.22404957,132.5256968,1137
小学校裏新設道路,33.05632081,132.4294337,,38203,小学校裏新設道路,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.05632081,132.4294337,1138
小沢川集会所,33.30068192,132.6228047,,38203,小沢川集会所,愛媛県宇和島市三間町小沢川733番地,収容施設,-1,-1,0,0,0,0,0,1,4,,33.30068192,132.6228047,1139
小谷地区,33.24265579,132.5849858,,38203,小谷地区,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.24265579,132.5849858,1140
小池小学校,33.200019,132.505582,,38203,小池小学校,愛媛県宇和島市小池1679番地3,一時避難場所,5508,5508,0,0,0,0,0,1,1,,33.200019,132.505582,1141
小島谷池裏山（畑）,33.13096595,132.5064091,,38203,小島谷池裏山（畑）,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.13096595,132.5064091,1142
小内浦墓地,33.20403085,132.3692503,,38203,小内浦墓地,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.20403085,132.3692503,1143
小浜集会所上の墓地農道,33.20365708,132.505546,,38203,小浜集会所上の墓地農道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.20365708,132.505546,1144
小野蒲鉾上の農道,33.21363771,132.5309435,,38203,小野蒲鉾上の農道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.21363771,132.5309435,1145
小林健次さん宅駐車場,33.21141566,132.5642246,,38203,小林健次さん宅駐車場,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.21141566,132.5642246,1146
小林仁史さん宅付近の道路・空地,33.21128694,132.5649138,,38203,小林仁史さん宅付近の道路・空地,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.21128694,132.5649138,1147
松栄寺墓地,33.05797666,132.4251258,,38203,松栄寺墓地,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.05797666,132.4251258,1148
松根一久車庫裏みかん山,33.14380395,132.4791057,,38203,松根一久車庫裏みかん山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.14380395,132.4791057,1149
松盛荘周辺,33.2316674,132.5663328,,38203,松盛荘周辺,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.2316674,132.5663328,1150
松尾神社裏山,33.23826112,132.5384006,,38203,松尾神社裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.23826112,132.5384006,1151
松本孔さん宅前の駐車場,33.20912625,132.5665182,,38203,松本孔さん宅前の駐車場,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.20912625,132.5665182,1152
松本真隅さん宅上の山,33.21122676,132.562127,,38203,松本真隅さん宅上の山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.21122676,132.562127,1153
松林庵境内,33.19132278,132.4541963,,38203,松林庵境内,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.19132278,132.4541963,1154
照護寺境内,33.23387749,132.578069,,38203,照護寺境内,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.23387749,132.578069,1155
蒋淵小学校,33.20034,132.407518,,38203,蒋淵小学校,愛媛県宇和島市蒋淵983番地,一時避難場所,2988,2988,0,0,0,0,0,1,1,,33.20034,132.407518,1156
上光満集会所,33.261869,132.59213,,38203,上光満集会所,愛媛県宇和島市光満甲1320番地（上光満）,収容施設、津波一時避難場所,19,38,0,0,0,0,0,1,1,,33.261869,132.59213,1157
上組トンネル脇側県道,33.09492631,132.4791116,,38203,上組トンネル脇側県道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.09492631,132.4791116,1158
上田一介さん宅上の農道,33.23509727,132.5551868,,38203,上田一介さん宅上の農道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.23509727,132.5551868,1159
上田英樹宅裏山,33.12591258,132.5071697,,38203,上田英樹宅裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.12591258,132.5071697,1160
上槙小学校跡地,33.05568042,132.5552529,,38203,上槙小学校跡地,愛媛県宇和島市津島町下畑地,一時避難場所,1130,2261,0,0,0,0,0,1,3,宇和島市の回答より,33.05568042,132.5552529,1161
城山公園,33.22057712,132.5642661,,38203,城山公園,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,1,,33.22057712,132.5642661,1162
城東中学校,33.212158,132.557854,,38203,城東中学校,愛媛県宇和島市新田町3丁目3番1号,一時避難場所,9030,9030,0,0,0,0,0,1,1,,33.212158,132.557854,1163
城南中学校,33.215879,132.559048,,38203,城南中学校,愛媛県宇和島市文京町3番2号,一時避難場所,14130,14130,0,0,0,0,0,1,1,,33.215879,132.559048,1164
城南分団１部詰所奥の農道,33.20462354,132.5599523,,38203,城南分団１部詰所奥の農道,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.20462354,132.5599523,1165
城北中学校,33.230295,132.566242,,38203,城北中学校,愛媛県宇和島市和霊町1344番地1,一時避難場所,10310,10310,0,0,0,0,0,1,1,,33.230295,132.566242,1167
浄楽寺境内,33.2239,132.527733,,38203,浄楽寺境内,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.2239,132.527733,1168
浄智寺裏墓地,33.08373517,132.4796293,,38203,浄智寺裏墓地,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.08373517,132.4796293,1169
尻貝集会所裏山,33.1444373,132.4551868,,38203,尻貝集会所裏山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.1444373,132.4551868,1170
信教寺墓地,33.171728,132.477321,,38203,信教寺墓地,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.171728,132.477321,1171
新屋敷集会所,33.2731551,132.5896838,,38203,新屋敷集会所,愛媛県宇和島市光満甲,収容施設,-1,-1,0,0,0,0,0,1,3,,33.2731551,132.5896838,1172
新屋敷集会所周辺,33.27335833,132.5896087,,38203,新屋敷集会所周辺,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.27335833,132.5896087,1173
新倉央士さん宅上の山,33.20809439,132.5613338,,38203,新倉央士さん宅上の山,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.20809439,132.5613338,1174
新田神社,33.170565,132.499728,,38203,新田神社,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.170565,132.499728,1175
新明神社境内,33.20240962,132.3948365,,38203,新明神社境内,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,宇和島市の回答より,33.20240962,132.3948365,1176
深浦集会所,33.317913,132.505787,,38203,深浦集会所,愛媛県宇和島市深浦1-407-4,一時避難場所,73,-1,0,0,0,0,0,1,1,,33.317913,132.505787,1177
真教寺境内,33.21912098,132.5710222,,38203,真教寺境内,愛媛県宇和島市,津波一時避難場所,-1,-1,0,1,0,0,0,0,3,,33.21912098,132.5710222,1178
